pl_count_ratio,predicted_label,true_label,anomaly_score,decision_score,normalized_anomaly_score
241.5731707317073,dns_attack,dns_attack,0.8706246368356152,-0.19021790760711144,1.0
228.2663043478261,dns_attack,dns_attack,0.8706246368356152,-0.19021790760711144,1.0
111.34300791556728,dns_attack,dns_attack,0.8706246368356152,-0.19021790760711144,1.0
320.104,dns_attack,dns_attack,0.8706246368356152,-0.19021790760711144,1.0
373.8130841121495,dns_attack,dns_attack,0.8706246368356152,-0.19021790760711144,1.0
332.94166666666666,dns_attack,dns_attack,0.8706246368356152,-0.19021790760711144,1.0
183.30833333333334,dns_attack,dns_attack,0.8706246368356152,-0.19021790760711144,1.0
350.9117647058824,dns_attack,dns_attack,0.8706246368356152,-0.19021790760711144,1.0
441.3076923076923,dns_attack,dns_attack,0.8706246368356152,-0.19021790760711144,1.0
63.224890829694324,dns_attack,dns_attack,0.8706246368356152,-0.19021790760711144,1.0
0.24471299093655588,dns_attack,dns,0.8053522260738666,-0.12494549684536282,0.8510748799125452
1.016,dns,dns,0.6542424319663666,0.026164297262137204,0.5063037281928355
1.008130081300813,dns,dns,0.6402318772340205,0.04017485199448323,0.47433733501605335
1.0097087378640777,dns,dns,0.6402318772340205,0.04017485199448323,0.47433733501605335
1.0,dns,dns,0.6328826742840161,0.04752405494448764,0.457569439988069
1.0,dns,dns,0.6328826742840161,0.04752405494448764,0.457569439988069
1.0,dns,dns,0.6328826742840161,0.04752405494448764,0.457569439988069
1.0,dns,dns,0.6328826742840161,0.04752405494448764,0.457569439988069
0.9942857142857143,dns,dns,0.6032967146938163,0.07711001453468747,0.39006630147284205
0.9939393939393939,dns,dns,0.5989590837745844,0.08144764545391936,0.38016959016705654
0.9931972789115646,dns,dns,0.5951455899726523,0.08526113925585144,0.37146874679728303
0.9929577464788732,dns,dns,0.5951455899726523,0.08526113925585144,0.37146874679728303
0.9929577464788732,dns,dns,0.5951455899726523,0.08526113925585144,0.37146874679728303
0.993103448275862,dns,dns,0.5947162966487006,0.08569043257980313,0.3704892738610741
0.9922480620155039,dns,dns,0.5930022177196183,0.08740451150888551,0.3665784422038103
0.9922779922779923,dns,dns,0.5930022177196183,0.08740451150888551,0.3665784422038103
0.9915254237288136,dns,dns,0.5905287246532903,0.08987800457521344,0.3609349360480021
0.9914529914529915,dns,dns,0.5901027615891818,0.09030396763932191,0.35996306141161516
0.9917355371900827,dns,dns,0.5891635813494748,0.09124314787902899,0.3578202337092238
0.9913793103448276,dns,dns,0.5884019796948009,0.09200474953370286,0.3560825681847326
0.990909090909091,dns,dns,0.5838621151328456,0.09654461409565818,0.34572444187715967
0.990909090909091,dns,dns,0.5838621151328456,0.09654461409565818,0.34572444187715967
0.9910714285714286,dns,dns,0.5833536547247821,0.09705307450372169,0.3445643418219162
0.9903846153846154,dns,dns,0.5805013747840618,0.09990535444444193,0.33805659792617937
0.9895833333333334,dns,dns,0.5804914622324029,0.09991526699610087,0.338033981510929
0.9897959183673469,dns,dns,0.5800727392954509,0.10033398993305287,0.3370786259029286
0.9901960784313726,dns,dns,0.5796543183937731,0.10075241083473063,0.3361239594167018
0.9891304347826086,dns,dns,0.5777736369584,0.10263309227010375,0.331833008533464
0.989247311827957,dns,dns,0.5773568744564499,0.10304985477205386,0.3308821258415804
0.9883720930232558,dns,dns,0.5768540791827447,0.10355265004575909,0.32973495132110386
0.987603305785124,dns,dns,0.5763762796919351,0.1040304495365687,0.32864480702099086
0.9846153846153847,dns,dns,0.5715395279634005,0.1088672012651033,0.31760930482949923
0.9833333333333333,dns,dns,0.5712066639589168,0.10920006526958692,0.31684984441947317
0.9827586206896551,dns,dns,0.5660171765265464,0.11438955270195739,0.30500954267423697
0.9819819819819819,dns,dns,0.5622403864278088,0.11816634280069493,0.29639244224182537
0.9814814814814815,dns,dns,0.5610634397059278,0.119343289522576,0.2937071280356067
0.9811320754716981,dns,dns,0.5556155590759491,0.1247911701525547,0.2812772780029009
0.9807692307692307,dns,dns,0.5528161674139879,0.1275905618145159,0.274890203669901
0.979381443298969,dns,dns,0.5353453424415942,0.1450613867869096,0.23502887977093168
0.9775280898876404,dns,dns,0.5156917129916463,0.16471501623685747,0.19018728296410625
0.9770114942528736,dns,dns,0.509249718510934,0.17115701071756972,0.17548926904909057
0.9746835443037974,dns,dns,0.4854018611115921,0.19500486811691164,0.12107814824662744
0.9746835443037974,dns,dns,0.4854018611115921,0.19500486811691164,0.12107814824662744
0.958904109589041,dns,dns,0.48526628432311225,0.1951404449053915,0.12076881710243037
0.9611650485436893,dns,dns,0.4822408822227172,0.19816584700578654,0.11386607878074106
0.9664429530201343,dns,dns,0.4700158125548447,0.21039091667365906,0.08597343704867955
0.9662921348314607,dns,dns,0.4689914351725862,0.21141529405591758,0.08363622408400806
0.972972972972973,dns,dns,0.46314382272234356,0.2172629065061602,0.07029434845517613
0.9719626168224299,dns,dns,0.46302791698632667,0.2173788122421771,0.0700298986600223
0.968421052631579,dns,dns,0.461815586718796,0.21859114250970774,0.06726385357955666
0.9691629955947136,dns,dns,0.4600911135645731,0.22031561566393065,0.06332930652386959
0.9708029197080292,dns,dns,0.46007922898923653,0.22032750023926723,0.06330219075185295
0.9560439560439561,dns,dns,0.4592307189694831,0.22117601025902067,0.061366235650570866
0.9555555555555556,dns,dns,0.4573073903886914,0.22309933883981237,0.056977981309735526
0.9538461538461539,dns,dns,0.44182826235006195,0.2385784668784418,0.021660900553881035
0.8934426229508197,dns,dns,0.4323345033549909,0.24807222587351285,0.0
