pl_flow_bwd_fwd_byte_ratio,pl_flow_count_ratio,predicted_label,true_label,anomaly_score,decision_score,normalized_anomaly_score
8.976840855106888,0.989247311827957,dns_attack,dns,0.7138160927086946,-0.03848614216915558,1.0
8.716489544052108,0.9469026548672567,dns_attack,dns,0.7134843231420368,-0.038154372602497766,0.9983442786320702
9.336345154732324,0.9885057471264368,dns_attack,dns,0.7127866774927881,-0.037456726953249087,0.99486262472288
7.6183752813587065,0.9883720930232558,dns_attack,dns,0.7117587468268906,-0.03642879628735152,0.9897326582059915
9.078849540207395,0.9897959183673469,dns_attack,dns,0.7107322985700886,-0.035402348030549535,0.9846100897649435
5.538882055487221,0.9876543209876543,dns_attack,dns,0.7097073305845562,-0.034377380045017114,0.9794949087307514
9.96765350877193,0.9901960784313726,dns_attack,dns,0.7097073305845562,-0.034377380045017114,0.9794949087307514
7213.293971719177,0.987012987012987,dns_attack,dns_attack,0.7091954010262888,-0.033865450486749715,0.9769400851613779
9.945387453874538,0.9904761904761905,dns_attack,dns,0.7081726494459804,-0.032842698906441314,0.9718359652667781
9.18809679529104,0.9861111111111112,dns_attack,dns,0.7049468679136341,-0.02961691737409511,0.9557374560961396
8.223393574297189,0.9863013698630136,dns_attack,dns,0.7049468679136341,-0.02961691737409511,0.9557374560961396
9.133924611973393,0.9846153846153847,dns_attack,dns,0.7013950912365282,-0.026065140696989175,0.9380120432511903
1477.9660250341853,0.9932126696832579,dns_attack,dns_attack,0.6998403556380857,-0.024510405098546628,0.9302530164731921
7.454545454545454,0.9922480620155039,dns_attack,dns,0.6998403556380857,-0.024510405098546628,0.9302530164731921
9.038461538461538,0.9770114942528736,dns,dns,0.6692109416097538,0.00611900892978523,0.7773945858318125
8.689987562189055,0.9763779527559056,dns,dns,0.668628154578994,0.006701795960544987,0.7744861426328118
2.354086633991257,0.24545454545454545,dns,dns,0.6634034124826567,0.011926538056882374,0.7484116680570541
10.766905404148451,0.9726027397260274,dns,dns,0.6560412374592257,0.019288713080313324,0.7116701711695246
12503.506036856597,1.0666666666666667,dns,dns_attack,0.6412611173112643,0.0340688332282747,0.6379088524443728
10674.4330964467,1.06,dns,dns_attack,0.6355588463073673,0.03977110423217178,0.6094512333746351
10593.605984138429,1.0566037735849056,dns,dns_attack,0.6303619772529321,0.044967973286606955,0.5835158613438507
5388.021546684483,1.0521739130434782,dns,dns_attack,0.6174164673542077,0.057913483185331294,0.518910305222501
9580.542712748615,1.0483870967741935,dns,dns_attack,0.6015256774319329,0.07380427310760618,0.4396061041390604
