pl_count_ratio,pl_flow_bwd_fwd_byte_ratio,pl_flow_count_ratio,predicted_label,true_label,anomaly_score,decision_score,normalized_anomaly_score
688.7241379310345,20911.80384478462,1.105263157894737,dns_attack,dns_attack,0.739769450375938,-0.16731545792455593,1.0
304.84722222222223,8890.607556536128,1.0869565217391304,dns_attack,dns_attack,0.6972062130216078,-0.12475222057022572,0.8215457308070668
557.5,15937.99918984607,1.0845070422535212,dns_attack,dns_attack,0.6972062130216078,-0.12475222057022572,0.8215457308070668
532.88,15175.790030991735,1.0810810810810811,dns_attack,dns_attack,0.6972062130216078,-0.12475222057022572,0.8215457308070668
425.8809523809524,13141.80625,1.072289156626506,dns_attack,dns_attack,0.6849687349230235,-0.1125147424716414,0.770237833509043
469.6235294117647,13889.923768939394,1.0714285714285714,dns_attack,dns_attack,0.6793961391188008,-0.10694214666741875,0.7468736917387275
449.52272727272725,13870.944881889764,1.069767441860465,dns_attack,dns_attack,0.6793961391188008,-0.10694214666741875,0.7468736917387275
0.17763157894736842,1.652040143579225,0.1782178217821782,dns_attack,dns,0.6727583156107668,-0.10030432315938476,0.7190433851928044
301.841726618705,8935.515881073241,1.0437956204379562,dns_attack,dns_attack,0.6411735921458925,-0.06871959969451047,0.5866185722805977
0.958904109589041,9.76081153230112,0.9855072463768116,dns_attack,dns,0.6355462061231224,-0.06309221367174034,0.5630247123540149
186.86666666666667,5632.916857012335,1.0224215246636772,dns_attack,dns_attack,0.6342097706378242,-0.06175577818644218,0.5574214586384438
0.9606986899563319,6.085910854992355,0.9815668202764977,dns_attack,dns,0.6329109973507846,-0.06045700489940253,0.5519761106763865
0.8468468468468469,6.077872572154656,0.9191919191919192,dns_attack,dns,0.6322253938456849,-0.059771401394302814,0.5491015907840167
92.07667731629392,2665.4523341990243,1.0032467532467533,dns_attack,dns_attack,0.6290501268078756,-0.05659613435649358,0.5357886946335779
0.9736842105263158,10.586233172466345,0.9866666666666667,dns_attack,dns,0.6287636029339863,-0.05630961048260419,0.5345873901346838
0.953125,9.260498894853173,0.9838709677419355,dns_attack,dns,0.628178901322898,-0.05572490887151593,0.5321359201528764
0.96875,9.516905269570515,0.9838709677419355,dns_attack,dns,0.6276046908463234,-0.055150698394941355,0.5297284361988952
0.9649122807017544,6.3519326683291775,0.9821428571428571,dns_attack,dns,0.6253906980825799,-0.05293670563119779,0.5204458607837967
0.9629629629629629,8.87139689578714,0.9873417721518988,dns_attack,dns,0.624562983449083,-0.052108990997700944,0.5169755136203205
0.9634146341463414,9.610638814670876,0.9875,dns_attack,dns,0.6236818876766871,-0.05122789522530502,0.5132813561284233
0.9655172413793104,8.335144312393888,0.9807692307692307,dns_attack,dns,0.6197490505367856,-0.047295058085403574,0.49679220677605285
0.9333333333333333,8.470974429854872,0.9655172413793104,dns_attack,dns,0.618468322477644,-0.046014330026261985,0.4914225167798163
0.8955223880597015,8.018530150753769,0.9523809523809523,dns_attack,dns,0.6181904402956072,-0.04573644784422515,0.490257444177272
0.9565217391304348,7.624545454545455,0.9767441860465116,dns_attack,dns,0.6165155658918695,-0.044061573440487445,0.4832352225069423
