pl_flow_count_ratio,predicted_label,true_label,anomaly_score,decision_score,normalized_anomaly_score
0.24545454545454545,dns_attack,dns,0.8961200012577138,-0.17311567840441233,0.9999999999999999
0.989247311827957,dns,dns,0.6410908631388994,0.08191345971440211,0.526595555683154
0.9885057471264368,dns,dns,0.6387820224268498,0.08422230042645173,0.5223097102994992
0.9897959183673469,dns,dns,0.6378608160541573,0.08514350679914418,0.5205996971057817
0.9883720930232558,dns,dns,0.6364814968316427,0.08652282602165884,0.5180393000668916
0.9901960784313726,dns,dns,0.6361175755560713,0.08688674729723023,0.517363761771512
0.9876543209876543,dns,dns,0.6351051602684632,0.08789916258483832,0.5154844396666601
0.987012987012987,dns,dns_attack,0.6337317999148744,0.08927252293842713,0.5129351039325817
0.9904761904761905,dns,dns,0.6329125856886165,0.09009173716468499,0.5114144163028514
0.9861111111111112,dns,dns,0.6267615003954401,0.09624282245786142,0.4999963048798145
0.9863013698630136,dns,dns,0.6267615003954401,0.09624282245786142,0.4999963048798145
0.9469026548672567,dns,dns,0.6253680790542927,0.09763624379900882,0.4974097304178885
0.9932126696832579,dns,dns_attack,0.6230813163951396,0.09992300645816188,0.4931648679918684
0.9922480620155039,dns,dns,0.6200732535203074,0.10293106933299412,0.4875810733547762
0.9846153846153847,dns,dns,0.6186734277938005,0.104330895059501,0.4849826105866172
0.9770114942528736,dns,dns,0.5740019464679448,0.14900237638535674,0.4020600161338034
0.9763779527559056,dns,dns,0.5737443039833263,0.1492600188699752,0.40158176059734607
0.9744525547445255,dns,dns,0.5691950744617973,0.15380924839150423,0.39313713544747053
0.9726027397260274,dns,dns,0.5534407545256191,0.16956356832768238,0.3638927709407703
0.9953703703703703,dns,dns,0.5418990345470186,0.18110528830628292,0.34246815423526866
1.0666666666666667,dns,dns_attack,0.5192082080947422,0.2037961147585593,0.3003477198136718
1.06,dns,dns_attack,0.5100153775898029,0.21298894526349865,0.28328329004305375
1.0566037735849056,dns,dns_attack,0.5020709959617174,0.22093332689158407,0.26853632584191767
1.0521739130434782,dns,dns_attack,0.4917601503164751,0.23124417253682644,0.24939655150425488
1.050420168067227,dns,dns_attack,0.47910344669094257,0.24390087616235895,0.22590221751981132
1.0483870967741935,dns,dns_attack,0.47910344669094257,0.24390087616235895,0.22590221751981132
1.0344827586206897,dns,dns_attack,0.4230919131604595,0.299912409692842,0.1219293573912591
1.013262599469496,dns,dns_attack,0.38900534426307826,0.33399897859022326,0.05865528084234817
1.008130081300813,dns,dns,0.3821178179497933,0.3408865049035082,0.04587013169778553
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
1.0,dns,dns,0.3574069807518789,0.36559734210142264,0.0
