pl_count_ratio,pl_flow_bwd_fwd_byte_ratio,predicted_label,true_label,anomaly_score,decision_score,normalized_anomaly_score
241.5731707317073,7213.293971719177,dns_attack,dns_attack,0.8301333134838587,-0.20281186532647688,1.0
183.30833333333334,5388.021546684483,dns_attack,dns_attack,0.8301333134838587,-0.20281186532647688,1.0
111.34300791556728,3403.3397308625636,dns_attack,dns_attack,0.8301333134838587,-0.20281186532647688,1.0
320.104,9580.542712748615,dns_attack,dns_attack,0.8301333134838587,-0.20281186532647688,1.0
332.94166666666666,9774.638241172552,dns_attack,dns_attack,0.8301333134838587,-0.20281186532647688,1.0
350.9117647058824,10674.4330964467,dns_attack,dns_attack,0.8301333134838587,-0.20281186532647688,1.0
228.2663043478261,6808.595624792841,dns_attack,dns_attack,0.8301333134838587,-0.20281186532647688,1.0
63.224890829694324,1477.9660250341853,dns_attack,dns_attack,0.8301333134838587,-0.20281186532647688,1.0
441.3076923076923,12503.506036856597,dns_attack,dns_attack,0.8301333134838587,-0.20281186532647688,1.0
373.8130841121495,10593.605984138429,dns_attack,dns_attack,0.8301333134838587,-0.20281186532647688,1.0
1.016,8.428153846153846,dns_attack,dns,0.7303180384456771,-0.10299659028829533,0.614389734346378
1.0097087378640777,7.3314332247557,dns_attack,dns,0.7208936157370249,-0.09357216757964315,0.5779809367657944
1.008130081300813,6.096838602329451,dns_attack,dns,0.7208936157370249,-0.09357216757964315,0.5779809367657944
1.0,7.831121433311214,dns_attack,dns,0.7162271096605152,-0.08890566150313339,0.5599531083883358
1.0,5.042820311624258,dns_attack,dns,0.7162271096605152,-0.08890566150313339,0.5599531083883358
1.0,8.681682873586029,dns_attack,dns,0.7162271096605152,-0.08890566150313339,0.5599531083883358
1.0,7.393783273226859,dns_attack,dns,0.7162271096605152,-0.08890566150313339,0.5599531083883358
0.9942857142857143,7.672942001870908,dns_attack,dns,0.7039302432680868,-0.07660879511070506,0.5124473742762219
0.9939393939393939,9.419540229885058,dns_attack,dns,0.7039302432680868,-0.07660879511070506,0.5124473742762219
0.9929577464788732,9.72314737718568,dns_attack,dns,0.7013950912365282,-0.07407364307914643,0.502653476017787
0.9929577464788732,9.21718835804503,dns_attack,dns,0.7013950912365282,-0.07407364307914643,0.502653476017787
0.9931972789115646,8.934957173447538,dns_attack,dns,0.7013950912365282,-0.07407364307914643,0.502653476017787
0.993103448275862,8.935809390329363,dns_attack,dns,0.7008891575033483,-0.07356770934596657,0.500698933076539
0.9915254237288136,9.103360918763723,dns_attack,dns,0.7004884098343235,-0.0731669616769417,0.4991507490430469
0.9922779922779923,8.886286104161929,dns_attack,dns,0.7003835887127603,-0.07306214055537852,0.49874579999575275
0.9922480620155039,8.729517049837987,dns_attack,dns,0.7003835887127603,-0.07306214055537852,0.49874579999575275
0.9914529914529915,7.532931056618308,dns_attack,dns,0.6999831301130015,-0.07266168195561973,0.49719873270592974
0.9917355371900827,8.647261963492847,dns_attack,dns,0.6993735449065802,-0.07205209674919844,0.49484375934842806
0.9913793103448276,10.310089020771514,dns_attack,dns,0.6979656533080089,-0.07064420515062708,0.4894047375841848
0.990909090909091,9.387755102040817,dns_attack,dns,0.6951680662758918,-0.06784661811851,0.4785969901905003
0.9910714285714286,6.191305392097995,dns_attack,dns,0.6951680662758918,-0.06784661811851,0.4785969901905003
0.990909090909091,9.421809575823776,dns_attack,dns,0.6951680662758918,-0.06784661811851,0.4785969901905003
0.9895833333333334,9.424603174603174,dns_attack,dns,0.6945626743015025,-0.06724122614412076,0.4762582162906184
0.9901960784313726,8.762994180212724,dns_attack,dns,0.6945626743015025,-0.06724122614412076,0.4762582162906184
0.9897959183673469,9.114153412522649,dns_attack,dns,0.6945626743015025,-0.06724122614412076,0.4762582162906184
0.9903846153846154,9.583066188949651,dns_attack,dns,0.6940616689606793,-0.06674022080329756,0.4743227129070453
0.9891304347826086,8.979912663755458,dns_attack,dns,0.691809794258123,-0.06448834610074117,0.46562318268044134
0.989247311827957,10.090336987413723,dns_attack,dns,0.6913107746381791,-0.06398932648079736,0.46369535061125866
