pl_count_ratio,pl_flow_count_ratio,predicted_label,true_label,anomaly_score,decision_score,normalized_anomaly_score
0.24471299093655588,0.24545454545454545,dns_attack,dns,0.8519802727135075,-0.17962455752910778,1.0
241.5731707317073,0.987012987012987,dns_attack,dns_attack,0.7273345643287096,-0.05497884914430984,0.7249119693501023
63.224890829694324,0.9932126696832579,dns_attack,dns_attack,0.7177402439878594,-0.04538452880345967,0.7037376928973511
441.3076923076923,1.0666666666666667,dns,dns_attack,0.657662718491375,0.014692996693024707,0.5711490270756041
350.9117647058824,1.06,dns,dns_attack,0.6518145999188324,0.020541115265567345,0.5582424662162329
373.8130841121495,1.0566037735849056,dns,dns_attack,0.6464848100131011,0.02587090517129864,0.5464798357338492
183.30833333333334,1.0521739130434782,dns,dns_attack,0.6332081914837424,0.03914752370065733,0.5171788763004423
332.94166666666666,1.050420168067227,dns,dns_attack,0.6169109612024528,0.055444753981946926,0.4812115490557074
320.104,1.0483870967741935,dns,dns_attack,0.6169109612024528,0.055444753981946926,0.4812115490557074
0.9811320754716981,0.9901960784313726,dns,dns,0.5970671921991976,0.07528852298520217,0.4374171544751497
0.9846153846153847,0.9922480620155039,dns,dns,0.5957228811047175,0.07663283407968224,0.4344503143299623
0.9775280898876404,0.9876543209876543,dns,dns,0.5793527241025637,0.09300299108183607,0.39832204076558053
228.2663043478261,1.0344827586206897,dns,dns_attack,0.5747814614371997,0.09757425374720008,0.38823344918474323
0.9746835443037974,0.9863013698630136,dns,dns,0.5578444369493671,0.1145112782350326,0.35085412203580146
0.9611650485436893,0.9897959183673469,dns,dns,0.5564247161232676,0.11593099906113213,0.34772085566678457
111.34300791556728,1.013262599469496,dns,dns_attack,0.553009603116675,0.11934611206772472,0.3401838395624661
0.9662921348314607,0.9885057471264368,dns,dns,0.5506696037322379,0.1216861114521618,0.33501955568355757
0.987603305785124,0.9953703703703703,dns,dns,0.5499154274640661,0.12244028772033366,0.3333551192014461
0.968421052631579,0.989247311827957,dns,dns,0.5485840773166907,0.12377163786770906,0.33041688334164143
0.9664429530201343,0.9861111111111112,dns,dns,0.5458024408109914,0.12655327437340835,0.3242779242210079
0.9719626168224299,0.9904761904761905,dns,dns,0.5451442968573789,0.12721141832702088,0.32282542716812523
0.9560439560439561,0.9883720930232558,dns,dns,0.5422108666703817,0.13014484851401809,0.31635146554002924
0.9708029197080292,0.9846153846153847,dns,dns,0.5383898954147311,0.1339658197696686,0.3079187367160101
0.8934426229508197,0.9469026548672567,dns,dns,0.5364534432772833,0.13590227190711646,0.30364506526882473
0.958904109589041,0.9744525547445255,dns,dns,0.5195736004679762,0.15278211471642356,0.2663919357687121
0.9555555555555556,0.9770114942528736,dns,dns,0.5106551074417108,0.1617006077426889,0.24670918283038956
0.9538461538461539,0.9763779527559056,dns,dns,0.5026537068694606,0.1697020083149391,0.22905041579874652
0.9691629955947136,0.9726027397260274,dns,dns,0.50249316673861,0.16986254844578974,0.22869611023132452
1.016,1.008130081300813,dns,dns,0.4779017042503278,0.19445401093407194,0.1744237483958213
1.008130081300813,1.0,dns,dns,0.4572777079066107,0.21507800727778903,0.1289074236715939
1.0097087378640777,1.0,dns,dns,0.4572777079066107,0.21507800727778903,0.1289074236715939
1.0,1.0,dns,dns,0.45431764673251224,0.2180380684518875,0.1223746885334358
1.0,1.0,dns,dns,0.45431764673251224,0.2180380684518875,0.1223746885334358
1.0,1.0,dns,dns,0.45431764673251224,0.2180380684518875,0.1223746885334358
1.0,1.0,dns,dns,0.45431764673251224,0.2180380684518875,0.1223746885334358
0.9942857142857143,1.0,dns,dns,0.4465174904325919,0.22583822475180781,0.10516005946107077
0.9939393939393939,1.0,dns,dns,0.4465174904325919,0.22583822475180781,0.10516005946107077
0.9929577464788732,1.0,dns,dns,0.44490939114459815,0.22744632403980158,0.1016110494553829
0.9929577464788732,1.0,dns,dns,0.44490939114459815,0.22744632403980158,0.1016110494553829
0.9931972789115646,1.0,dns,dns,0.44490939114459815,0.22744632403980158,0.1016110494553829
0.993103448275862,1.0,dns,dns,0.4445884669294149,0.22776724825498484,0.10090278270888497
0.9915254237288136,1.0,dns,dns,0.4443342644069619,0.22802145077743785,0.10034176803622608
0.9922480620155039,1.0,dns,dns,0.444267774204854,0.2280879409795457,0.100195026852816
0.9922779922779923,1.0,dns,dns,0.444267774204854,0.2280879409795457,0.100195026852816
0.9914529914529915,1.0,dns,dns,0.4440137550450061,0.22834196013939362,0.09963441685400098
0.9917355371900827,1.0,dns,dns,0.44362708255980027,0.22872863262459947,0.09878104633815943
0.9913793103448276,1.0,dns,dns,0.4427340278439286,0.22962168734047111,0.09681011074611057
0.9910714285714286,1.0,dns,dns,0.440959460615437,0.23139625456896273,0.09289371273716684
0.990909090909091,1.0,dns,dns,0.440959460615437,0.23139625456896273,0.09289371273716684
0.990909090909091,1.0,dns,dns,0.440959460615437,0.23139625456896273,0.09289371273716684
0.9897959183673469,1.0,dns,dns,0.440575447983905,0.23178026720049472,0.0920462124106678
0.9901960784313726,1.0,dns,dns,0.440575447983905,0.23178026720049472,0.0920462124106678
0.9895833333333334,1.0,dns,dns,0.440575447983905,0.23178026720049472,0.0920462124106678
