pl_count_ratio,pl_flow_bwd_fwd_byte_ratio,pl_flow_count_ratio,predicted_label,true_label,anomaly_score,decision_score,normalized_anomaly_score
441.3076923076923,12503.506036856597,1.0666666666666667,dns_attack,dns_attack,0.7258358976264524,-0.11768743609496335,1.0
320.104,9580.542712748615,1.0483870967741935,dns_attack,dns_attack,0.7204144414587215,-0.11226597992723242,0.973763738086864
350.9117647058824,10674.4330964467,1.06,dns_attack,dns_attack,0.7204144414587215,-0.11226597992723242,0.973763738086864
183.30833333333334,5388.021546684483,1.0521739130434782,dns_attack,dns_attack,0.7204144414587215,-0.11226597992723242,0.973763738086864
373.8130841121495,10593.605984138429,1.0566037735849056,dns_attack,dns_attack,0.7204144414587215,-0.11226597992723242,0.973763738086864
332.94166666666666,9774.638241172552,1.050420168067227,dns_attack,dns_attack,0.7204144414587215,-0.11226597992723242,0.973763738086864
228.2663043478261,6808.595624792841,1.0344827586206897,dns_attack,dns_attack,0.7008388728129015,-0.09269041128141242,0.8790309337994762
0.9811320754716981,9.96765350877193,0.9901960784313726,dns_attack,dns,0.6719862737495679,-0.06383781221807883,0.7394034384402084
0.9719626168224299,9.945387453874538,0.9904761904761905,dns_attack,dns,0.6416273106075435,-0.03347884907605447,0.592486137301397
0.9662921348314607,9.336345154732324,0.9885057471264368,dns_attack,dns,0.6413821027131312,-0.03323364118164218,0.5912994932814266
0.9664429530201343,9.18809679529104,0.9861111111111112,dns_attack,dns,0.6395314503250605,-0.03138298879357149,0.5823435598086828
0.8934426229508197,8.716489544052108,0.9469026548672567,dns_attack,dns,0.6378688733643556,-0.029720411832866556,0.5742977870047952
0.9708029197080292,9.133924611973393,0.9846153846153847,dns_attack,dns,0.6370039059162209,-0.028855444384731865,0.5701119166752195
0.9611650485436893,9.078849540207395,0.9897959183673469,dns_attack,dns,0.6322686641927132,-0.024120202661224166,0.547196478786149
0.9555555555555556,9.038461538461538,0.9770114942528736,dns_attack,dns,0.6188046387659939,-0.010656177234504849,0.48203950129307493
1.016,8.428153846153846,1.008130081300813,dns,dns,0.6054625040931224,0.0026859574383666374,0.4174723944258627
1.0097087378640777,7.3314332247557,1.0,dns,dns,0.5789882642988259,0.029160197232663165,0.2893545847996273
1.008130081300813,6.096838602329451,1.0,dns,dns,0.5773176439159732,0.03083081761551587,0.2812698871527419
1.0,7.831121433311214,1.0,dns,dns,0.5748207473000431,0.03332771423144598,0.26918655906544986
1.0,5.042820311624258,1.0,dns,dns,0.5748207473000431,0.03332771423144598,0.26918655906544986
1.0,7.393783273226859,1.0,dns,dns,0.5748207473000431,0.03332771423144598,0.26918655906544986
1.0,8.681682873586029,1.0,dns,dns,0.5748207473000431,0.03332771423144598,0.26918655906544986
0.9942857142857143,7.672942001870908,1.0,dns,dns,0.5681299017416506,0.04001855978983848,0.23680729211957363
0.9929577464788732,9.21718835804503,1.0,dns,dns,0.5677196351736584,0.04042882635783063,0.23482187329499427
0.9931972789115646,8.934957173447538,1.0,dns,dns,0.5677196351736584,0.04042882635783063,0.23482187329499427
0.9929577464788732,9.72314737718568,1.0,dns,dns,0.5677196351736584,0.04042882635783063,0.23482187329499427
0.993103448275862,8.935809390329363,1.0,dns,dns,0.5677196351736584,0.04042882635783063,0.23482187329499427
0.9939393939393939,9.419540229885058,1.0,dns,dns,0.567309664873573,0.04083879665791601,0.2328378882111215
0.9922480620155039,8.729517049837987,1.0,dns,dns,0.5668999906274491,0.041248470904039936,0.2308553358326022
0.9922779922779923,8.886286104161929,1.0,dns,dns,0.5668999906274491,0.041248470904039936,0.2308553358326022
