sum_pl_fwd_count,sum_pl_bwd_count,pl_count_ratio,sum_pl_fwd_bytes,sum_pl_bwd_bytes,sum_pl_fwd_flow_count,sum_pl_bwd_flow_count,pl_flow_bwd_fwd_byte_ratio,predicted_label,true_label,anomaly_score,decision_score,normalized_anomaly_score
457,28957,63.224890829694324,28521,42153069,442,439,1477.9660250341853,dns_attack,dns_attack,0.8277407205298899,-0.1540095762961221,0.9999999999999998
378,42199,111.34300791556728,18132,61709356,377,382,3403.3397308625636,dns_attack,dns_attack,0.8111845455282701,-0.13745340129450234,0.9529424862177212
183,42001,228.2663043478261,9051,61624599,174,180,6808.595624792841,dns_attack,dns_attack,0.7464524378092625,-0.07272129357549473,0.7689548169133593
163,39618,241.5731707317073,8062,58153576,154,152,7213.293971719177,dns_attack,dns_attack,0.7316447177386508,-0.05791357350488302,0.7268669257646632
242,243,1.0,11646,86108,242,242,7.393783273226859,dns_attack,dns,0.7206207590884139,-0.046889614854646156,0.6955335962928475
258,257,0.9922779922779923,13191,117219,245,245,8.886286104161929,dns_attack,dns,0.7060297149693011,-0.03229857073553333,0.6540615618606302
241,239,0.987603305785124,24454,87116,216,215,3.5624437719800444,dns_attack,dns,0.705954143548257,-0.03222299931448924,0.6538467656781195
291,280,0.958904109589041,23679,87856,274,267,3.710291819755902,dns_attack,dns,0.6834155679144412,-0.00968442368067346,0.5897855115890889
124,40013,320.104,6134,58767049,124,130,9580.542712748615,dns_attack,dns_attack,0.6808107869478676,-0.007079642714099776,0.5823819587622816
119,21997,183.30833333333334,5987,32258085,115,121,5388.021546684483,dns_attack,dns_attack,0.6794015885568601,-0.005670444323092272,0.5783766028935309
119,39953,332.94166666666666,6004,58686928,119,125,9774.638241172552,dns_attack,dns_attack,0.6789115192844606,-0.005180375050692798,0.5769836820324048
226,220,0.9691629955947136,10751,115755,219,213,10.766905404148451,dns_attack,dns,0.675774393684287,-0.0020432494505192578,0.5680670493468682
330,81,0.24471299093655588,15098,35542,330,81,2.354086633991257,dns,dns,0.6723866926110356,0.0013444516227322234,0.5584382075443881
106,39998,373.8130841121495,5548,58773326,106,112,10593.605984138429,dns,dns_attack,0.6710145698913916,0.0027165743423761546,0.5545382316269853
174,174,0.9942857142857143,8552,65619,173,173,7.672942001870908,dns,dns,0.6661896403086918,0.007541503925076021,0.5408243641235186
164,164,0.9939393939393939,8526,80311,164,164,9.419540229885058,dns,dns,0.6634108725285311,0.010320271705236639,0.5329262896528231
101,35793,350.9117647058824,4925,52571583,100,106,10674.4330964467,dns,dns_attack,0.6525798919475754,0.021151252286192412,0.5021414605534655
